Wavelength (A)	Intensity [J/eV/sr/cm^2]
 6.76797E+00	 3.20085E-03
 6.76820E+00	 3.78354E-03
 6.76843E+00	 4.29750E-03
 6.76866E+00	 4.79537E-03
 6.76889E+00	 5.24361E-03
 6.76912E+00	 5.05194E-03
 6.76935E+00	 4.82022E-03
 6.76958E+00	 4.31979E-03
 6.76981E+00	 3.54517E-03
 6.77004E+00	 2.78471E-03
 6.77027E+00	 2.28451E-03
 6.77050E+00	 1.85190E-03
 6.77073E+00	 1.45648E-03
 6.77096E+00	 1.26086E-03
 6.77119E+00	 1.07688E-03
 6.77142E+00	 9.74730E-04
 6.77165E+00	 8.98515E-04
 6.77188E+00	 8.30858E-04
 6.77211E+00	 8.08407E-04
 6.77234E+00	 8.01880E-04
 6.77257E+00	 8.50325E-04
 6.77280E+00	 9.70132E-04
 6.77303E+00	 1.08839E-03
 6.77326E+00	 1.18733E-03
 6.77349E+00	 1.28774E-03
 6.77372E+00	 1.38774E-03
 6.77395E+00	 1.46244E-03
 6.77418E+00	 1.52239E-03
 6.77441E+00	 1.50479E-03
 6.77464E+00	 1.47935E-03
 6.77487E+00	 1.45760E-03
 6.77509E+00	 1.43454E-03
 6.77532E+00	 1.39532E-03
 6.77555E+00	 1.36818E-03
 6.77578E+00	 1.34172E-03
 6.77601E+00	 1.32094E-03
 6.77624E+00	 1.32797E-03
 6.77647E+00	 1.43061E-03
 6.77670E+00	 1.54152E-03
 6.77693E+00	 1.66806E-03
 6.77716E+00	 1.81543E-03
 6.77739E+00	 1.96858E-03
 6.77762E+00	 2.10869E-03
 6.77785E+00	 2.22809E-03
 6.77808E+00	 2.32911E-03
 6.77831E+00	 2.42270E-03
 6.77854E+00	 2.53170E-03
 6.77877E+00	 2.60805E-03
 6.77900E+00	 2.63399E-03
 6.77923E+00	 2.69394E-03
 6.77946E+00	 2.79261E-03
 6.77969E+00	 2.97510E-03
 6.77992E+00	 3.19656E-03
 6.78015E+00	 3.64538E-03
 6.78038E+00	 4.13755E-03
 6.78061E+00	 4.62585E-03
 6.78084E+00	 5.07546E-03
 6.78107E+00	 5.48823E-03
 6.78130E+00	 5.72900E-03
 6.78153E+00	 5.71856E-03
 6.78176E+00	 5.69106E-03
 6.78199E+00	 5.66134E-03
 6.78222E+00	 5.73680E-03
 6.78245E+00	 5.94322E-03
 6.78268E+00	 6.55275E-03
 6.78291E+00	 7.22604E-03
 6.78314E+00	 8.06799E-03
 6.78337E+00	 9.03910E-03
 6.78360E+00	 1.00082E-02
 6.78383E+00	 1.10280E-02
 6.78406E+00	 1.20456E-02
 6.78429E+00	 1.30134E-02
 6.78452E+00	 1.36581E-02
 6.78475E+00	 1.42966E-02
 6.78498E+00	 1.43813E-02
 6.78521E+00	 1.40586E-02
 6.78544E+00	 1.36613E-02
 6.78567E+00	 1.22896E-02
 6.78589E+00	 1.08709E-02
 6.78612E+00	 9.42552E-03
 6.78635E+00	 7.86932E-03
 6.78658E+00	 6.32374E-03
 6.78681E+00	 5.28463E-03
 6.78704E+00	 4.45378E-03
 6.78727E+00	 3.67613E-03
 6.78750E+00	 3.36541E-03
 6.78773E+00	 3.05646E-03
 6.78796E+00	 2.83218E-03
 6.78819E+00	 2.70436E-03
 6.78842E+00	 2.57754E-03
 6.78865E+00	 2.53968E-03
 6.78888E+00	 2.52026E-03
 6.78911E+00	 2.51964E-03
 6.78934E+00	 2.58827E-03
 6.78957E+00	 2.65617E-03
 6.78980E+00	 2.75154E-03
 6.79003E+00	 2.84937E-03
 6.79026E+00	 2.96396E-03
 6.79049E+00	 3.34037E-03
 6.79072E+00	 3.75126E-03
 6.79095E+00	 4.31016E-03
 6.79118E+00	 5.15533E-03
 6.79141E+00	 5.99516E-03
 6.79164E+00	 7.00766E-03
 6.79187E+00	 8.09138E-03
 6.79210E+00	 9.11669E-03
 6.79233E+00	 9.97986E-03
 6.79256E+00	 1.08239E-02
 6.79279E+00	 1.15632E-02
 6.79302E+00	 1.20642E-02
 6.79325E+00	 1.25839E-02
 6.79348E+00	 1.33306E-02
 6.79371E+00	 1.42103E-02
 6.79394E+00	 1.51589E-02
 6.79417E+00	 1.63055E-02
 6.79440E+00	 1.74660E-02
 6.79463E+00	 1.83837E-02
 6.79486E+00	 1.89870E-02
 6.79509E+00	 1.93350E-02
 6.79532E+00	 1.90074E-02
 6.79555E+00	 1.83511E-02
 6.79578E+00	 1.75736E-02
 6.79601E+00	 1.66482E-02
 6.79624E+00	 1.56767E-02
 6.79647E+00	 1.46560E-02
 6.79670E+00	 1.37320E-02
 6.79692E+00	 1.27484E-02
 6.79715E+00	 1.16784E-02
 6.79738E+00	 1.05688E-02
 6.79761E+00	 9.56193E-03
 6.79784E+00	 8.65220E-03
 6.79807E+00	 7.90608E-03
 6.79830E+00	 7.40018E-03
 6.79853E+00	 7.24225E-03
 6.79876E+00	 7.37606E-03
 6.79899E+00	 7.68827E-03
 6.79922E+00	 8.15067E-03
 6.79945E+00	 8.66222E-03
 6.79968E+00	 9.16936E-03
 6.79991E+00	 9.67094E-03
 6.80014E+00	 1.01664E-02
 6.80037E+00	 1.06421E-02
 6.80060E+00	 1.10602E-02
 6.80083E+00	 1.13194E-02
 6.80106E+00	 1.13879E-02
 6.80129E+00	 1.14022E-02
 6.80152E+00	 1.14539E-02
 6.80175E+00	 1.17080E-02
 6.80198E+00	 1.20258E-02
 6.80221E+00	 1.24654E-02
 6.80244E+00	 1.28224E-02
 6.80267E+00	 1.28437E-02
 6.80290E+00	 1.21443E-02
 6.80313E+00	 1.13529E-02
 6.80336E+00	 9.83828E-03
 6.80359E+00	 8.08270E-03
 6.80382E+00	 6.41361E-03
 6.80405E+00	 5.13308E-03
 6.80428E+00	 3.95517E-03
 6.80451E+00	 3.11173E-03
 6.80474E+00	 2.73355E-03
 6.80497E+00	 2.35817E-03
 6.80520E+00	 2.21256E-03
 6.80543E+00	 2.15125E-03
 6.80566E+00	 2.11985E-03
 6.80589E+00	 2.28083E-03
 6.80612E+00	 2.45245E-03
 6.80635E+00	 2.66713E-03
 6.80658E+00	 2.89589E-03
 6.80681E+00	 3.12331E-03
 6.80704E+00	 3.29335E-03
 6.80727E+00	 3.46011E-03
 6.80750E+00	 3.57277E-03
 6.80772E+00	 3.48334E-03
 6.80795E+00	 3.39412E-03
 6.80818E+00	 3.15848E-03
 6.80841E+00	 2.84583E-03
 6.80864E+00	 2.53430E-03
 6.80887E+00	 2.20067E-03
 6.80910E+00	 1.86851E-03
 6.80933E+00	 1.60528E-03
 6.80956E+00	 1.45720E-03
 6.80979E+00	 1.30985E-03
 6.81002E+00	 1.23686E-03
 6.81025E+00	 1.19048E-03
 6.81048E+00	 1.14418E-03
 6.81071E+00	 1.10999E-03
 6.81094E+00	 1.07603E-03
 6.81117E+00	 1.03971E-03
 6.81140E+00	 9.95523E-04
 6.81163E+00	 9.51687E-04
 6.81186E+00	 9.16239E-04
 6.81209E+00	 8.83954E-04
 6.81232E+00	 8.49711E-04
 6.81255E+00	 8.20349E-04
 6.81278E+00	 7.91180E-04
 6.81301E+00	 7.60594E-04
 6.81324E+00	 7.26547E-04
 6.81347E+00	 6.94070E-04
 6.81370E+00	 6.66024E-04
 6.81393E+00	 6.38501E-04
 6.81416E+00	 6.22179E-04
 6.81439E+00	 6.17769E-04
 6.81462E+00	 6.14170E-04
 6.81485E+00	 6.18340E-04
 6.81508E+00	 6.26903E-04
 6.81531E+00	 6.40990E-04
 6.81554E+00	 6.74595E-04
 6.81577E+00	 7.13420E-04
 6.81600E+00	 7.58118E-04
 6.81623E+00	 8.15913E-04
 6.81646E+00	 8.74049E-04
 6.81669E+00	 9.35444E-04
 6.81692E+00	 9.99817E-04
 6.81715E+00	 1.07829E-03
 6.81738E+00	 1.15664E-03
 6.81761E+00	 1.23343E-03
 6.81784E+00	 1.31034E-03
 6.81807E+00	 1.39316E-03
 6.81830E+00	 1.48725E-03
 6.81853E+00	 1.59264E-03
 6.81875E+00	 1.70379E-03
 6.81898E+00	 1.81945E-03
 6.81921E+00	 1.94871E-03
 6.81944E+00	 2.06763E-03
 6.81967E+00	 2.16662E-03
 6.81990E+00	 2.24390E-03
 6.82013E+00	 2.29051E-03
 6.82036E+00	 2.30174E-03
 6.82059E+00	 2.26752E-03
 6.82082E+00	 2.20635E-03
 6.82105E+00	 2.11038E-03
 6.82128E+00	 1.98671E-03
 6.82151E+00	 1.84957E-03
 6.82174E+00	 1.68192E-03
 6.82197E+00	 1.52126E-03
 6.82220E+00	 1.36088E-03
 6.82243E+00	 1.20162E-03
 6.82266E+00	 1.04409E-03
 6.82289E+00	 9.08620E-04
 6.82312E+00	 7.80643E-04
 6.82335E+00	 6.58672E-04
 6.82358E+00	 5.70987E-04
 6.82381E+00	 4.95597E-04
 6.82404E+00	 4.31375E-04
 6.82427E+00	 3.88731E-04
 6.82450E+00	 3.49518E-04
 6.82473E+00	 3.14434E-04
 6.82496E+00	 2.87811E-04
 6.82519E+00	 2.63881E-04
 6.82542E+00	 2.56623E-04
 6.82565E+00	 2.52451E-04
 6.82588E+00	 2.48708E-04
 6.82611E+00	 2.46699E-04
 6.82634E+00	 2.44665E-04
 6.82657E+00	 2.37620E-04
 6.82680E+00	 2.29314E-04
 6.82703E+00	 2.21243E-04
 6.82726E+00	 2.11242E-04
 6.82749E+00	 2.00780E-04
 6.82772E+00	 1.93130E-04
 6.82795E+00	 1.89896E-04
 6.82818E+00	 1.86662E-04
 6.82841E+00	 1.83351E-04
 6.82864E+00	 1.81639E-04
 6.82887E+00	 1.80930E-04
 6.82910E+00	 1.85611E-04
 6.82933E+00	 1.90267E-04
 6.82956E+00	 1.92572E-04
 6.82978E+00	 1.92943E-04
 6.83001E+00	 1.93291E-04
 6.83024E+00	 1.98718E-04
 6.83047E+00	 2.04622E-04
 6.83070E+00	 2.12538E-04
 6.83093E+00	 2.26621E-04
 6.83116E+00	 2.40610E-04
 6.83139E+00	 2.57584E-04
 6.83162E+00	 2.77443E-04
 6.83185E+00	 2.97150E-04
 6.83208E+00	 3.14757E-04
 6.83231E+00	 3.32095E-04
 6.83254E+00	 3.50083E-04
 6.83277E+00	 3.66009E-04
 6.83300E+00	 3.81880E-04
 6.83323E+00	 4.02312E-04
 6.83346E+00	 4.24557E-04
 6.83369E+00	 4.46324E-04
 6.83392E+00	 4.84543E-04
 6.83415E+00	 5.23847E-04
 6.83438E+00	 5.77754E-04
 6.83461E+00	 6.46652E-04
 6.83484E+00	 7.19131E-04
 6.83507E+00	 8.10239E-04
 6.83530E+00	 9.04335E-04
 6.83553E+00	 9.83458E-04
 6.83576E+00	 1.03091E-03
 6.83599E+00	 1.07585E-03
 6.83622E+00	 1.08630E-03
 6.83645E+00	 1.06091E-03
 6.83668E+00	 1.02482E-03
 6.83691E+00	 9.73231E-04
 6.83714E+00	 9.20020E-04
 6.83737E+00	 8.62372E-04
 6.83760E+00	 7.99282E-04
 6.83783E+00	 7.37426E-04
 6.83806E+00	 6.78417E-04
 6.83829E+00	 6.20299E-04
 6.83852E+00	 5.65362E-04
 6.83875E+00	 5.20490E-04
 6.83898E+00	 4.80617E-04
 6.83921E+00	 4.42105E-04
 6.83944E+00	 4.10369E-04
 6.83967E+00	 3.82081E-04
 6.83990E+00	 3.61313E-04
 6.84013E+00	 3.49965E-04
 6.84035E+00	 3.48392E-04
 6.84058E+00	 3.50103E-04
 6.84081E+00	 3.57632E-04
 6.84104E+00	 3.72873E-04
 6.84127E+00	 3.87942E-04
 6.84150E+00	 4.08813E-04
 6.84173E+00	 4.34686E-04
 6.84196E+00	 4.67574E-04
 6.84219E+00	 5.03116E-04
 6.84242E+00	 5.42474E-04
 6.84265E+00	 5.85067E-04
 6.84288E+00	 6.28173E-04
 6.84311E+00	 6.64026E-04
 6.84334E+00	 7.07499E-04
 6.84357E+00	 7.59730E-04
 6.84380E+00	 8.35766E-04
 6.84403E+00	 9.22830E-04
 6.84426E+00	 1.03955E-03
 6.84449E+00	 1.17495E-03
 6.84472E+00	 1.30993E-03
 6.84495E+00	 1.41978E-03
 6.84518E+00	 1.51798E-03
 6.84541E+00	 1.59487E-03
 6.84564E+00	 1.61941E-03
 6.84587E+00	 1.63507E-03
 6.84610E+00	 1.63670E-03
 6.84633E+00	 1.61686E-03
 6.84656E+00	 1.59744E-03
 6.84679E+00	 1.58338E-03
 6.84702E+00	 1.56889E-03
 6.84725E+00	 1.55876E-03
 6.84748E+00	 1.57841E-03
 6.84771E+00	 1.59973E-03
 6.84794E+00	 1.68207E-03
 6.84817E+00	 1.81972E-03
 6.84840E+00	 1.96361E-03
 6.84863E+00	 2.19804E-03
 6.84886E+00	 2.43926E-03
 6.84909E+00	 2.67482E-03
 6.84932E+00	 2.87256E-03
 6.84955E+00	 3.06915E-03
 6.84978E+00	 3.08107E-03
 6.85001E+00	 3.01508E-03
 6.85024E+00	 2.94187E-03
 6.85047E+00	 2.72665E-03
 6.85070E+00	 2.51148E-03
 6.85093E+00	 2.31202E-03
 6.85116E+00	 2.13459E-03
 6.85139E+00	 1.95739E-03
 6.85161E+00	 1.90151E-03
 6.85184E+00	 1.87511E-03
 6.85207E+00	 1.86383E-03
 6.85230E+00	 1.92073E-03
 6.85253E+00	 1.97766E-03
 6.85276E+00	 2.01515E-03
 6.85299E+00	 2.04692E-03
 6.85322E+00	 2.08014E-03
 6.85345E+00	 2.10947E-03
 6.85368E+00	 2.13410E-03
 6.85391E+00	 2.15840E-03
 6.85414E+00	 2.18377E-03
 6.85437E+00	 2.20915E-03
 6.85460E+00	 2.23228E-03
 6.85483E+00	 2.25313E-03
 6.85506E+00	 2.27932E-03
 6.85529E+00	 2.33705E-03
 6.85552E+00	 2.39894E-03
 6.85575E+00	 2.45668E-03
 6.85598E+00	 2.52253E-03
 6.85621E+00	 2.57815E-03
 6.85644E+00	 2.51843E-03
 6.85667E+00	 2.40411E-03
 6.85690E+00	 2.27944E-03
 6.85713E+00	 2.10316E-03
 6.85736E+00	 1.91879E-03
 6.85759E+00	 1.74661E-03
 6.85782E+00	 1.60935E-03
 6.85805E+00	 1.48096E-03
 6.85828E+00	 1.40474E-03
 6.85851E+00	 1.36387E-03
 6.85874E+00	 1.35317E-03
 6.85897E+00	 1.37473E-03
 6.85920E+00	 1.40261E-03
 6.85943E+00	 1.43577E-03
 6.85966E+00	 1.45263E-03
 6.85989E+00	 1.45815E-03
 6.86012E+00	 1.42793E-03
 6.86035E+00	 1.37184E-03
 6.86058E+00	 1.28601E-03
 6.86081E+00	 1.20779E-03
 6.86104E+00	 1.13256E-03
 6.86127E+00	 1.06442E-03
 6.86150E+00	 1.01367E-03
 6.86173E+00	 9.72960E-04
 6.86196E+00	 9.30458E-04
 6.86219E+00	 8.85073E-04
 6.86241E+00	 8.38844E-04
 6.86264E+00	 7.79150E-04
 6.86287E+00	 7.20326E-04
 6.86310E+00	 6.69268E-04
 6.86333E+00	 6.43325E-04
 6.86356E+00	 6.49766E-04
 6.86379E+00	 6.61345E-04
 6.86402E+00	 6.83805E-04
 6.86425E+00	 7.12866E-04
 6.86448E+00	 7.82967E-04
 6.86471E+00	 8.91207E-04
 6.86494E+00	 1.02579E-03
 6.86517E+00	 1.26652E-03
 6.86540E+00	 1.57142E-03
 6.86563E+00	 1.95565E-03
 6.86586E+00	 2.47407E-03
 6.86609E+00	 3.01576E-03
 6.86632E+00	 3.60227E-03
 6.86655E+00	 4.18403E-03
 6.86678E+00	 4.73261E-03
 6.86701E+00	 5.15366E-03
 6.86724E+00	 5.54593E-03
 6.86747E+00	 5.87359E-03
 6.86770E+00	 6.03266E-03
 6.86793E+00	 6.19126E-03
 6.86816E+00	 6.16292E-03
 6.86839E+00	 6.06506E-03
 6.86862E+00	 5.96594E-03
 6.86885E+00	 5.90052E-03
 6.86908E+00	 5.84142E-03
 6.86931E+00	 5.69630E-03
 6.86954E+00	 5.45914E-03
 6.86977E+00	 5.22238E-03
 6.87000E+00	 4.65512E-03
 6.87023E+00	 3.99496E-03
 6.87046E+00	 3.36561E-03
 6.87069E+00	 2.88376E-03
 6.87092E+00	 2.40293E-03
 6.87115E+00	 2.05939E-03
 6.87138E+00	 1.81785E-03
 6.87161E+00	 1.57661E-03
 6.87184E+00	 1.45760E-03
 6.87207E+00	 1.34392E-03
 6.87230E+00	 1.24687E-03
 6.87253E+00	 1.18269E-03
 6.87276E+00	 1.11852E-03
 6.87299E+00	 1.06292E-03
 6.87322E+00	 1.00958E-03
 6.87345E+00	 9.58356E-04
 6.87367E+00	 9.33243E-04
 6.87390E+00	 9.08161E-04
 6.87413E+00	 8.90711E-04
 6.87436E+00	 8.87624E-04
 6.87459E+00	 8.84528E-04
 6.87482E+00	 8.84354E-04
 6.87505E+00	 8.84013E-04
 6.87528E+00	 8.87562E-04
 6.87551E+00	 9.04935E-04
 6.87574E+00	 9.22389E-04
 6.87597E+00	 9.55533E-04
 6.87620E+00	 1.00071E-03
 6.87643E+00	 1.03923E-03
 6.87666E+00	 1.03458E-03
 6.87689E+00	 1.02108E-03
 6.87712E+00	 1.00296E-03
 6.87735E+00	 9.69414E-04
 6.87758E+00	 9.35531E-04
 6.87781E+00	 8.92628E-04
 6.87804E+00	 8.46452E-04
 6.87827E+00	 8.02336E-04
 6.87850E+00	 7.54770E-04
 6.87873E+00	 7.05161E-04
 6.87896E+00	 6.65256E-04
 6.87919E+00	 6.43562E-04
 6.87942E+00	 6.23794E-04
 6.87965E+00	 6.15961E-04
 6.87988E+00	 6.19043E-04
 6.88011E+00	 6.26712E-04
 6.88034E+00	 6.40938E-04
 6.88057E+00	 6.57559E-04
 6.88080E+00	 6.81068E-04
 6.88103E+00	 7.24581E-04
 6.88126E+00	 7.67440E-04
 6.88149E+00	 8.04228E-04
 6.88172E+00	 8.33852E-04
 6.88195E+00	 8.48971E-04
 6.88218E+00	 8.28202E-04
 6.88241E+00	 7.90942E-04
 6.88264E+00	 7.41109E-04
 6.88287E+00	 6.71261E-04
 6.88310E+00	 5.97736E-04
 6.88333E+00	 5.32496E-04
 6.88356E+00	 4.80007E-04
 6.88379E+00	 4.32983E-04
 6.88402E+00	 4.06448E-04
 6.88424E+00	 3.91259E-04
 6.88447E+00	 3.79620E-04
 6.88470E+00	 3.67673E-04
 6.88493E+00	 3.59163E-04
 6.88516E+00	 3.49617E-04
 6.88539E+00	 3.40294E-04
 6.88562E+00	 3.32770E-04
 6.88585E+00	 3.29509E-04
 6.88608E+00	 3.30417E-04
 6.88631E+00	 3.32324E-04
 6.88654E+00	 3.37875E-04
 6.88677E+00	 3.45527E-04
 6.88700E+00	 3.54056E-04
 6.88723E+00	 3.65483E-04
 6.88746E+00	 3.77676E-04
 6.88769E+00	 3.82709E-04
 6.88792E+00	 3.82295E-04
 6.88815E+00	 3.81534E-04
 6.88838E+00	 3.80903E-04
 6.88861E+00	 3.82074E-04
 6.88884E+00	 3.87962E-04
 6.88907E+00	 3.98944E-04
 6.88930E+00	 4.09956E-04
 6.88953E+00	 4.25794E-04
 6.88976E+00	 4.39588E-04
 6.88999E+00	 4.54678E-04
 6.89022E+00	 4.79115E-04
 6.89045E+00	 5.04636E-04
 6.89068E+00	 5.23772E-04
 6.89091E+00	 5.40126E-04
 6.89114E+00	 5.56408E-04
 6.89137E+00	 5.63524E-04
 6.89160E+00	 5.68444E-04
 6.89183E+00	 5.77160E-04
 6.89206E+00	 5.94285E-04
 6.89229E+00	 6.11349E-04
 6.89252E+00	 6.18400E-04
 6.89275E+00	 6.14839E-04
 6.89298E+00	 6.11173E-04
 6.89321E+00	 5.70327E-04
 6.89344E+00	 5.24059E-04
 6.89367E+00	 4.74272E-04
 6.89390E+00	 4.12689E-04
 6.89413E+00	 3.51160E-04
 6.89436E+00	 3.06032E-04
 6.89459E+00	 2.71778E-04
 6.89482E+00	 2.37852E-04
 6.89505E+00	 2.17657E-04
 6.89528E+00	 1.98581E-04
 6.89550E+00	 1.82008E-04
 6.89573E+00	 1.70243E-04
 6.89596E+00	 1.58496E-04
 6.89619E+00	 1.50075E-04
 6.89642E+00	 1.42206E-04
 6.89665E+00	 1.33747E-04
 6.89688E+00	 1.24873E-04
 6.89711E+00	 1.16081E-04
 6.89734E+00	 1.08173E-04
 6.89757E+00	 1.00651E-04
 6.89780E+00	 9.32976E-05
 6.89803E+00	 8.95891E-05
 6.89826E+00	 8.77422E-05
 6.89849E+00	 8.70231E-05
 6.89872E+00	 8.28511E-05
 6.89895E+00	 7.84280E-05
 6.89918E+00	 7.79336E-05
 6.89941E+00	 7.99789E-05
 6.89964E+00	 8.20254E-05
 6.89987E+00	 8.88327E-05
 6.90010E+00	 9.85227E-05
 6.90033E+00	 1.08427E-04
 6.90056E+00	 1.12386E-04
 6.90079E+00	 1.15414E-04
 6.90102E+00	 1.13611E-04
 6.90125E+00	 1.06144E-04
 6.90148E+00	 1.00462E-04
 6.90171E+00	 1.00981E-04
 6.90194E+00	 1.04641E-04
 6.90217E+00	 1.12806E-04
 6.90240E+00	 1.20738E-04
 6.90263E+00	 1.25576E-04
 6.90286E+00	 1.29067E-04
 6.90309E+00	 1.37069E-04
 6.90332E+00	 1.49344E-04
 6.90355E+00	 1.65797E-04
 6.90378E+00	 1.87717E-04
 6.90401E+00	 2.18234E-04
 6.90424E+00	 2.45999E-04
 6.90447E+00	 2.65467E-04
 6.90470E+00	 2.79101E-04
 6.90493E+00	 2.87360E-04
 6.90516E+00	 2.91443E-04
 6.90539E+00	 2.87418E-04
 6.90562E+00	 2.74852E-04
 6.90585E+00	 2.58101E-04
 6.90608E+00	 2.33562E-04
 6.90630E+00	 2.01218E-04
 6.90653E+00	 1.70959E-04
 6.90676E+00	 1.46175E-04
 6.90699E+00	 1.23364E-04
 6.90722E+00	 1.01526E-04
 6.90745E+00	 8.57978E-05
 6.90768E+00	 7.19941E-05
 6.90791E+00	 6.72966E-05
 6.90814E+00	 6.66225E-05
 6.90837E+00	 6.58003E-05
 6.90860E+00	 6.46434E-05
 6.90883E+00	 6.34191E-05
 6.90906E+00	 6.28107E-05
 6.90929E+00	 6.38615E-05
 6.90952E+00	 6.52248E-05
 6.90975E+00	 7.03536E-05
 6.90998E+00	 7.39062E-05
 6.91021E+00	 7.78151E-05
 6.91044E+00	 8.39794E-05
 6.91067E+00	 9.04123E-05
 6.91090E+00	 9.19325E-05
 6.91113E+00	 9.28289E-05
 6.91136E+00	 9.39456E-05
 6.91159E+00	 9.86438E-05
 6.91182E+00	 1.03803E-04
 6.91205E+00	 1.09810E-04
 6.91228E+00	 1.18339E-04
 6.91251E+00	 1.26874E-04
 6.91274E+00	 1.41267E-04
 6.91297E+00	 1.58300E-04
 6.91320E+00	 1.75384E-04
 6.91343E+00	 1.95835E-04
 6.91366E+00	 2.16493E-04
 6.91389E+00	 2.38198E-04
 6.91412E+00	 2.61675E-04
 6.91435E+00	 2.85155E-04
 6.91458E+00	 3.10444E-04
 6.91481E+00	 3.36264E-04
 6.91504E+00	 3.62393E-04
 6.91527E+00	 3.90936E-04
 6.91550E+00	 4.19461E-04
 6.91573E+00	 4.46860E-04
 6.91596E+00	 4.72617E-04
 6.91619E+00	 4.98381E-04
 6.91642E+00	 5.18700E-04
 6.91665E+00	 5.39872E-04
 6.91687E+00	 5.61839E-04
 6.91710E+00	 5.85885E-04
 6.91733E+00	 6.09886E-04
 6.91756E+00	 6.24820E-04
 6.91779E+00	 6.32654E-04
 6.91802E+00	 6.40002E-04
 6.91825E+00	 6.40941E-04
 6.91848E+00	 6.40708E-04
 6.91871E+00	 6.39313E-04
 6.91894E+00	 6.31810E-04
 6.91917E+00	 6.23867E-04
 6.91940E+00	 6.12388E-04
 6.91963E+00	 6.02606E-04
 6.91986E+00	 5.94603E-04
 6.92009E+00	 5.84238E-04
 6.92032E+00	 5.72974E-04
 6.92055E+00	 5.59705E-04
 6.92078E+00	 5.48166E-04
 6.92101E+00	 5.35401E-04
 6.92124E+00	 5.24492E-04
 6.92147E+00	 5.17762E-04
 6.92170E+00	 5.20403E-04
 6.92193E+00	 5.22848E-04
 6.92216E+00	 5.21000E-04
 6.92239E+00	 4.93045E-04
 6.92262E+00	 4.45780E-04
 6.92285E+00	 3.99239E-04
 6.92308E+00	 3.52138E-04
 6.92331E+00	 3.04090E-04
 6.92354E+00	 2.71122E-04
 6.92377E+00	 2.66175E-04
 6.92400E+00	 2.65657E-04
 6.92423E+00	 2.69289E-04
 6.92446E+00	 2.86253E-04
 6.92469E+00	 3.10810E-04
 6.92492E+00	 3.33608E-04
 6.92515E+00	 3.53122E-04
 6.92538E+00	 3.71273E-04
 6.92561E+00	 3.84766E-04
 6.92584E+00	 3.97043E-04
 6.92607E+00	 4.07558E-04
 6.92630E+00	 4.13603E-04
 6.92653E+00	 4.17968E-04
 6.92676E+00	 4.15789E-04
 6.92699E+00	 4.07379E-04
 6.92722E+00	 3.97368E-04
 6.92745E+00	 3.95937E-04
 6.92768E+00	 3.94833E-04
 6.92791E+00	 3.94498E-04
 6.92813E+00	 3.96668E-04
 6.92836E+00	 3.98633E-04
 6.92859E+00	 4.00827E-04
 6.92882E+00	 4.03184E-04
 6.92905E+00	 4.05520E-04
 6.92928E+00	 4.02169E-04
 6.92951E+00	 3.96465E-04
 6.92974E+00	 3.88421E-04
 6.92997E+00	 3.71673E-04
 6.93020E+00	 3.52845E-04
 6.93043E+00	 3.35176E-04
 6.93066E+00	 3.20596E-04
 6.93089E+00	 3.06172E-04
 6.93112E+00	 2.92414E-04
 6.93135E+00	 2.79436E-04
 6.93158E+00	 2.69847E-04
 6.93181E+00	 2.71629E-04
 6.93204E+00	 2.74312E-04
 6.93227E+00	 2.75008E-04
 6.93250E+00	 2.74184E-04
 6.93273E+00	 2.73341E-04
 6.93296E+00	 2.57458E-04
 6.93319E+00	 2.40048E-04
 6.93342E+00	 2.26114E-04
 6.93365E+00	 2.22366E-04
 6.93388E+00	 2.18636E-04
 6.93411E+00	 2.16949E-04
 6.93434E+00	 2.15730E-04
 6.93457E+00	 2.14520E-04
 6.93480E+00	 2.11775E-04
 6.93503E+00	 2.08872E-04
 6.93526E+00	 2.05491E-04
 6.93549E+00	 2.01008E-04
 6.93572E+00	 1.96548E-04
 6.93595E+00	 1.97913E-04
 6.93618E+00	 2.02143E-04
 6.93641E+00	 2.06315E-04
 6.93664E+00	 2.05074E-04
 6.93687E+00	 2.03820E-04
 6.93710E+00	 1.97462E-04
 6.93733E+00	 1.80818E-04
 6.93756E+00	 1.64204E-04
 6.93779E+00	 1.50452E-04
 6.93802E+00	 1.37684E-04
 6.93825E+00	 1.24894E-04
 6.93848E+00	 1.28527E-04
 6.93871E+00	 1.32165E-04
 6.93894E+00	 1.42734E-04
 6.93916E+00	 1.61928E-04
 6.93939E+00	 1.81841E-04
 6.93962E+00	 2.02053E-04
 6.93985E+00	 2.20780E-04
 6.94008E+00	 2.31376E-04
 6.94031E+00	 2.16649E-04
 6.94054E+00	 2.01921E-04
 6.94077E+00	 1.94805E-04
 6.94100E+00	 1.87682E-04
 6.94123E+00	 1.77389E-04
 6.94146E+00	 1.64854E-04
 6.94169E+00	 1.53220E-04
 6.94192E+00	 1.45235E-04
 6.94215E+00	 1.33589E-04
 6.94238E+00	 1.22778E-04
 6.94261E+00	 1.15850E-04
 6.94284E+00	 1.10587E-04
 6.94307E+00	 1.05543E-04
 6.94330E+00	 1.06322E-04
 6.94353E+00	 1.08973E-04
 6.94376E+00	 1.09738E-04
 6.94399E+00	 1.03567E-04
 6.94422E+00	 9.69996E-05
 6.94445E+00	 8.87602E-05
 6.94468E+00	 7.88483E-05
 6.94491E+00	 6.85802E-05
 6.94514E+00	 6.50898E-05
 6.94537E+00	 6.38997E-05
 6.94560E+00	 6.37085E-05
 6.94583E+00	 6.87994E-05
 6.94606E+00	 7.66111E-05
