Wavelength (A)	Intensity [J/eV/sr/cm^2]
 6.23302E+00	 9.95172E-05
 6.23325E+00	 9.86712E-05
 6.23348E+00	 9.36351E-05
 6.23371E+00	 8.19226E-05
 6.23394E+00	 7.06787E-05
 6.23417E+00	 6.82950E-05
 6.23440E+00	 7.52010E-05
 6.23463E+00	 8.22169E-05
 6.23486E+00	 1.02099E-04
 6.23509E+00	 1.21479E-04
 6.23532E+00	 1.34678E-04
 6.23555E+00	 1.27520E-04
 6.23578E+00	 1.20387E-04
 6.23601E+00	 1.13354E-04
 6.23624E+00	 1.04220E-04
 6.23647E+00	 9.49563E-05
 6.23670E+00	 7.93356E-05
 6.23693E+00	 6.35487E-05
 6.23716E+00	 5.08528E-05
 6.23739E+00	 4.48323E-05
 6.23762E+00	 3.88095E-05
 6.23785E+00	 3.48178E-05
 6.23808E+00	 3.15482E-05
 6.23831E+00	 2.84549E-05
 6.23854E+00	 3.09836E-05
 6.23877E+00	 3.35143E-05
 6.23900E+00	 3.70535E-05
 6.23922E+00	 4.17847E-05
 6.23945E+00	 4.65469E-05
 6.23968E+00	 5.53234E-05
 6.23991E+00	 6.61941E-05
 6.24014E+00	 7.51151E-05
 6.24037E+00	 7.02786E-05
 6.24060E+00	 6.54402E-05
 6.24083E+00	 5.98050E-05
 6.24106E+00	 5.32202E-05
 6.24129E+00	 4.72860E-05
 6.24152E+00	 4.45298E-05
 6.24175E+00	 4.20627E-05
 6.24198E+00	 4.11506E-05
 6.24221E+00	 4.47320E-05
 6.24244E+00	 4.87333E-05
 6.24267E+00	 6.29180E-05
 6.24290E+00	 7.81305E-05
 6.24313E+00	 8.61172E-05
 6.24336E+00	 8.91156E-05
 6.24359E+00	 9.32736E-05
 6.24382E+00	 9.79680E-05
 6.24405E+00	 1.09152E-04
 6.24428E+00	 1.20679E-04
 6.24451E+00	 1.17984E-04
 6.24474E+00	 9.57389E-05
 6.24497E+00	 7.67400E-05
 6.24520E+00	 6.66519E-05
 6.24543E+00	 5.90087E-05
 6.24566E+00	 5.36804E-05
 6.24589E+00	 4.89560E-05
 6.24612E+00	 4.70555E-05
 6.24635E+00	 5.32093E-05
 6.24658E+00	 6.59374E-05
 6.24681E+00	 7.24000E-05
 6.24704E+00	 8.84618E-05
 6.24727E+00	 1.05206E-04
 6.24750E+00	 1.16258E-04
 6.24773E+00	 1.12745E-04
 6.24796E+00	 1.08392E-04
 6.24819E+00	 1.01844E-04
 6.24842E+00	 9.25833E-05
 6.24865E+00	 8.08188E-05
 6.24888E+00	 7.19422E-05
 6.24911E+00	 6.66781E-05
 6.24934E+00	 6.60911E-05
 6.24957E+00	 7.98260E-05
 6.24979E+00	 9.33668E-05
 6.25002E+00	 9.51465E-05
 6.25025E+00	 8.53750E-05
 6.25048E+00	 7.61914E-05
 6.25071E+00	 8.50217E-05
 6.25094E+00	 9.68785E-05
 6.25117E+00	 1.04895E-04
 6.25140E+00	 9.56623E-05
 6.25163E+00	 8.63564E-05
 6.25186E+00	 7.89463E-05
 6.25209E+00	 7.72393E-05
 6.25232E+00	 7.76539E-05
 6.25255E+00	 1.13995E-04
 6.25278E+00	 1.59566E-04
 6.25301E+00	 1.89917E-04
 6.25324E+00	 1.56009E-04
 6.25347E+00	 1.19665E-04
 6.25370E+00	 9.89159E-05
 6.25393E+00	 8.90027E-05
 6.25416E+00	 7.88919E-05
 6.25439E+00	 7.74376E-05
 6.25462E+00	 7.86553E-05
 6.25485E+00	 8.23389E-05
 6.25508E+00	 9.52063E-05
 6.25531E+00	 1.08165E-04
 6.25554E+00	 1.22770E-04
 6.25577E+00	 1.41401E-04
 6.25600E+00	 1.60018E-04
 6.25623E+00	 1.74580E-04
 6.25646E+00	 1.86927E-04
 6.25669E+00	 1.94134E-04
 6.25692E+00	 1.82231E-04
 6.25715E+00	 1.70293E-04
 6.25738E+00	 1.57632E-04
 6.25761E+00	 1.45208E-04
 6.25784E+00	 1.32865E-04
 6.25807E+00	 1.24229E-04
 6.25830E+00	 1.14908E-04
 6.25853E+00	 1.07287E-04
 6.25876E+00	 1.05084E-04
 6.25899E+00	 1.02870E-04
 6.25922E+00	 9.88938E-05
 6.25945E+00	 9.36713E-05
 6.25968E+00	 8.83272E-05
 6.25991E+00	 7.85710E-05
 6.26014E+00	 6.86136E-05
 6.26037E+00	 6.02325E-05
 6.26060E+00	 5.34210E-05
 6.26083E+00	 4.66254E-05
 6.26105E+00	 4.37297E-05
 6.26128E+00	 4.24553E-05
 6.26151E+00	 4.23203E-05
 6.26174E+00	 4.94400E-05
 6.26197E+00	 5.68019E-05
 6.26220E+00	 5.90786E-05
 6.26243E+00	 5.83253E-05
 6.26266E+00	 5.81271E-05
 6.26289E+00	 6.28563E-05
 6.26312E+00	 6.83767E-05
 6.26335E+00	 7.32907E-05
 6.26358E+00	 8.42798E-05
 6.26381E+00	 9.54474E-05
 6.26404E+00	 1.01685E-04
 6.26427E+00	 9.72904E-05
 6.26450E+00	 9.40602E-05
 6.26473E+00	 9.48243E-05
 6.26496E+00	 9.67156E-05
 6.26519E+00	 9.30332E-05
 6.26542E+00	 8.76111E-05
 6.26565E+00	 8.37033E-05
 6.26588E+00	 8.56782E-05
 6.26611E+00	 8.76519E-05
 6.26634E+00	 8.96372E-05
 6.26657E+00	 9.36750E-05
 6.26680E+00	 9.86195E-05
 6.26703E+00	 1.00495E-04
 6.26726E+00	 1.10172E-04
 6.26749E+00	 1.22146E-04
 6.26772E+00	 1.35276E-04
 6.26795E+00	 1.45272E-04
 6.26818E+00	 1.61693E-04
 6.26841E+00	 1.90856E-04
 6.26864E+00	 2.23231E-04
 6.26887E+00	 2.49354E-04
 6.26910E+00	 2.53323E-04
 6.26933E+00	 2.47078E-04
 6.26956E+00	 2.32401E-04
 6.26979E+00	 2.10620E-04
 6.27002E+00	 1.84918E-04
 6.27025E+00	 1.48698E-04
 6.27048E+00	 1.17850E-04
 6.27071E+00	 9.71847E-05
 6.27094E+00	 9.88283E-05
 6.27117E+00	 9.00024E-05
 6.27140E+00	 8.15313E-05
 6.27163E+00	 7.65686E-05
 6.27185E+00	 7.49923E-05
 6.27208E+00	 8.06456E-05
 6.27231E+00	 9.01877E-05
 6.27254E+00	 1.00168E-04
 6.27277E+00	 1.11052E-04
 6.27300E+00	 1.20949E-04
 6.27323E+00	 1.26730E-04
 6.27346E+00	 1.25897E-04
 6.27369E+00	 1.24585E-04
 6.27392E+00	 1.14489E-04
 6.27415E+00	 1.01852E-04
 6.27438E+00	 8.92418E-05
 6.27461E+00	 7.66840E-05
 6.27484E+00	 6.38937E-05
 6.27507E+00	 5.63642E-05
 6.27530E+00	 5.72800E-05
 6.27553E+00	 5.84615E-05
 6.27576E+00	 5.93972E-05
 6.27599E+00	 6.04145E-05
 6.27622E+00	 6.17324E-05
 6.27645E+00	 6.53049E-05
 6.27668E+00	 6.87537E-05
 6.27691E+00	 7.12249E-05
 6.27714E+00	 7.15241E-05
 6.27737E+00	 7.18385E-05
 6.27760E+00	 7.40512E-05
 6.27783E+00	 7.62748E-05
 6.27806E+00	 7.85978E-05
 6.27829E+00	 8.40338E-05
 6.27852E+00	 8.96957E-05
 6.27875E+00	 9.19404E-05
 6.27898E+00	 8.98505E-05
 6.27921E+00	 8.77462E-05
 6.27944E+00	 8.76244E-05
 6.27967E+00	 8.84976E-05
 6.27990E+00	 9.02467E-05
 6.28013E+00	 9.70525E-05
 6.28036E+00	 1.03845E-04
 6.28059E+00	 1.08059E-04
 6.28082E+00	 1.09849E-04
 6.28105E+00	 1.11640E-04
 6.28128E+00	 1.08758E-04
 6.28151E+00	 1.05913E-04
 6.28174E+00	 1.02174E-04
 6.28197E+00	 9.93630E-05
 6.28220E+00	 9.65523E-05
 6.28243E+00	 9.76525E-05
 6.28266E+00	 9.95263E-05
 6.28288E+00	 1.02267E-04
 6.28311E+00	 1.06729E-04
 6.28334E+00	 1.10932E-04
 6.28357E+00	 1.16295E-04
 6.28380E+00	 1.18851E-04
 6.28403E+00	 1.20967E-04
 6.28426E+00	 1.22449E-04
 6.28449E+00	 1.31478E-04
 6.28472E+00	 1.38625E-04
 6.28495E+00	 1.53016E-04
 6.28518E+00	 1.68922E-04
 6.28541E+00	 1.89908E-04
 6.28564E+00	 1.95897E-04
 6.28587E+00	 1.94167E-04
 6.28610E+00	 1.66969E-04
 6.28633E+00	 1.33697E-04
 6.28656E+00	 1.13607E-04
 6.28679E+00	 1.19201E-04
 6.28702E+00	 1.27905E-04
 6.28725E+00	 1.34405E-04
 6.28748E+00	 1.25082E-04
 6.28771E+00	 1.14928E-04
 6.28794E+00	 1.09379E-04
 6.28817E+00	 1.08043E-04
 6.28840E+00	 1.10453E-04
 6.28863E+00	 9.89900E-05
 6.28886E+00	 8.76716E-05
 6.28909E+00	 8.15406E-05
 6.28932E+00	 8.23681E-05
 6.28955E+00	 8.10819E-05
 6.28978E+00	 8.52361E-05
 6.29001E+00	 9.20636E-05
 6.29024E+00	 9.17275E-05
 6.29047E+00	 7.88504E-05
 6.29070E+00	 6.24826E-05
 6.29093E+00	 4.72568E-05
 6.29116E+00	 3.97502E-05
 6.29139E+00	 3.88928E-05
 6.29162E+00	 4.96363E-05
 6.29185E+00	 6.89976E-05
 6.29208E+00	 8.91940E-05
 6.29231E+00	 7.79833E-05
 6.29254E+00	 6.56296E-05
 6.29277E+00	 5.64677E-05
 6.29300E+00	 5.80561E-05
 6.29323E+00	 6.76707E-05
 6.29346E+00	 7.84039E-05
 6.29368E+00	 8.85041E-05
 6.29391E+00	 9.79720E-05
 6.29414E+00	 1.03849E-04
 6.29437E+00	 9.81906E-05
 6.29460E+00	 9.31934E-05
 6.29483E+00	 8.92848E-05
 6.29506E+00	 8.49719E-05
 6.29529E+00	 8.74265E-05
 6.29552E+00	 9.31257E-05
 6.29575E+00	 9.86506E-05
 6.29598E+00	 8.17838E-05
 6.29621E+00	 6.18353E-05
 6.29644E+00	 4.41996E-05
 6.29667E+00	 3.63509E-05
 6.29690E+00	 3.01263E-05
 6.29713E+00	 3.51266E-05
 6.29736E+00	 4.95012E-05
 6.29759E+00	 6.37296E-05
 6.29782E+00	 5.55316E-05
 6.29805E+00	 4.83832E-05
 6.29828E+00	 5.20349E-05
 6.29851E+00	 7.18218E-05
 6.29874E+00	 9.15406E-05
 6.29897E+00	 1.01775E-04
 6.29920E+00	 1.06536E-04
 6.29943E+00	 1.11097E-04
 6.29966E+00	 1.04339E-04
 6.29989E+00	 9.74184E-05
 6.30012E+00	 8.89583E-05
 6.30035E+00	 7.76611E-05
 6.30058E+00	 6.64395E-05
 6.30081E+00	 6.76660E-05
 6.30104E+00	 7.44331E-05
 6.30127E+00	 8.07937E-05
 6.30150E+00	 7.62111E-05
 6.30173E+00	 7.16283E-05
 6.30196E+00	 6.75528E-05
 6.30219E+00	 6.37194E-05
 6.30242E+00	 5.98868E-05
 6.30265E+00	 5.78141E-05
 6.30288E+00	 5.58613E-05
 6.30311E+00	 5.30088E-05
 6.30334E+00	 5.21083E-05
 6.30357E+00	 5.12148E-05
 6.30380E+00	 5.47566E-05
 6.30403E+00	 6.11984E-05
 6.30426E+00	 6.68083E-05
 6.30449E+00	 6.58811E-05
 6.30471E+00	 6.43640E-05
 6.30494E+00	 6.24589E-05
 6.30517E+00	 5.43355E-05
 6.30540E+00	 4.62415E-05
 6.30563E+00	 4.58880E-05
 6.30586E+00	 5.19818E-05
 6.30609E+00	 5.58761E-05
 6.30632E+00	 5.96082E-05
 6.30655E+00	 6.44576E-05
 6.30678E+00	 7.14118E-05
 6.30701E+00	 7.33272E-05
 6.30724E+00	 7.54376E-05
 6.30747E+00	 7.45793E-05
 6.30770E+00	 6.87562E-05
 6.30793E+00	 6.29526E-05
 6.30816E+00	 6.02051E-05
 6.30839E+00	 5.85768E-05
 6.30862E+00	 6.24283E-05
 6.30885E+00	 7.55011E-05
 6.30908E+00	 9.27353E-05
 6.30931E+00	 1.14837E-04
 6.30954E+00	 1.36856E-04
 6.30977E+00	 1.44866E-04
 6.31000E+00	 1.51326E-04
 6.31023E+00	 1.57424E-04
 6.31046E+00	 1.60131E-04
 6.31069E+00	 1.48489E-04
 6.31092E+00	 1.43892E-04
 6.31115E+00	 1.50018E-04
 6.31138E+00	 1.62915E-04
 6.31161E+00	 1.60612E-04
 6.31184E+00	 1.53267E-04
 6.31207E+00	 1.50955E-04
 6.31230E+00	 1.54597E-04
 6.31253E+00	 1.60625E-04
 6.31276E+00	 1.79786E-04
 6.31299E+00	 1.85821E-04
 6.31322E+00	 1.83829E-04
 6.31345E+00	 1.93530E-04
 6.31368E+00	 2.02385E-04
 6.31391E+00	 1.54547E-04
 6.31414E+00	 9.47677E-05
 6.31437E+00	 6.34055E-05
 6.31460E+00	 5.77105E-05
 6.31483E+00	 4.63984E-05
 6.31506E+00	 3.49424E-05
 6.31529E+00	 2.70735E-05
 6.31552E+00	 3.18514E-05
 6.31574E+00	 3.67369E-05
 6.31597E+00	 4.05113E-05
 6.31620E+00	 3.96271E-05
 6.31643E+00	 3.88676E-05
 6.31666E+00	 3.77742E-05
 6.31689E+00	 3.77939E-05
 6.31712E+00	 3.80603E-05
 6.31735E+00	 3.68796E-05
 6.31758E+00	 3.71828E-05
 6.31781E+00	 3.65855E-05
 6.31804E+00	 3.30153E-05
 6.31827E+00	 2.96984E-05
 6.31850E+00	 3.21846E-05
 6.31873E+00	 3.87599E-05
 6.31896E+00	 4.54111E-05
 6.31919E+00	 6.59883E-05
 6.31942E+00	 8.82960E-05
 6.31965E+00	 1.04541E-04
 6.31988E+00	 1.05480E-04
 6.32011E+00	 1.06912E-04
 6.32034E+00	 1.09500E-04
 6.32057E+00	 1.10506E-04
 6.32080E+00	 1.11532E-04
 6.32103E+00	 1.13786E-04
 6.32126E+00	 1.15556E-04
 6.32149E+00	 1.17518E-04
 6.32172E+00	 1.18796E-04
 6.32195E+00	 1.20067E-04
 6.32218E+00	 1.21785E-04
 6.32241E+00	 1.23869E-04
 6.32264E+00	 1.25914E-04
 6.32287E+00	 1.23203E-04
 6.32310E+00	 1.19940E-04
 6.32333E+00	 1.12843E-04
 6.32356E+00	 9.44886E-05
 6.32379E+00	 7.61934E-05
 6.32402E+00	 6.82850E-05
 6.32425E+00	 6.67043E-05
 6.32448E+00	 6.53378E-05
 6.32471E+00	 7.51445E-05
 6.32494E+00	 8.55944E-05
 6.32517E+00	 9.47796E-05
 6.32540E+00	 9.79638E-05
 6.32563E+00	 1.01055E-04
 6.32586E+00	 1.00943E-04
 6.32609E+00	 9.96405E-05
 6.32631E+00	 9.34174E-05
 6.32654E+00	 8.57406E-05
 6.32677E+00	 7.82321E-05
 6.32700E+00	 6.88525E-05
 6.32723E+00	 5.96622E-05
 6.32746E+00	 5.24641E-05
 6.32769E+00	 5.01948E-05
 6.32792E+00	 4.81516E-05
 6.32815E+00	 4.93432E-05
 6.32838E+00	 4.83619E-05
 6.32861E+00	 4.66194E-05
 6.32884E+00	 4.07559E-05
 6.32907E+00	 3.56629E-05
 6.32930E+00	 3.18394E-05
 6.32953E+00	 2.90621E-05
 6.32976E+00	 2.62860E-05
 6.32999E+00	 2.64074E-05
 6.33022E+00	 3.28931E-05
 6.33045E+00	 3.75949E-05
 6.33068E+00	 3.87902E-05
 6.33091E+00	 3.89094E-05
 6.33114E+00	 3.98161E-05
 6.33137E+00	 4.15243E-05
 6.33160E+00	 4.36928E-05
 6.33183E+00	 4.63661E-05
 6.33206E+00	 4.10632E-05
 6.33229E+00	 3.90335E-05
 6.33252E+00	 3.89613E-05
 6.33275E+00	 3.91405E-05
 6.33298E+00	 4.85416E-05
 6.33321E+00	 5.82009E-05
 6.33344E+00	 6.91557E-05
 6.33367E+00	 8.21505E-05
 6.33390E+00	 1.08595E-04
 6.33413E+00	 1.15861E-04
 6.33436E+00	 1.14266E-04
 6.33459E+00	 1.01869E-04
 6.33482E+00	 8.62364E-05
 6.33505E+00	 7.13276E-05
 6.33528E+00	 6.27069E-05
 6.33551E+00	 5.81622E-05
 6.33574E+00	 7.61502E-05
 6.33597E+00	 1.02679E-04
 6.33620E+00	 1.18049E-04
 6.33643E+00	 1.24455E-04
 6.33666E+00	 1.38101E-04
 6.33689E+00	 1.55048E-04
 6.33712E+00	 1.72253E-04
 6.33735E+00	 1.90139E-04
 6.33757E+00	 2.03277E-04
 6.33780E+00	 1.91635E-04
 6.33803E+00	 1.82810E-04
 6.33826E+00	 1.75737E-04
 6.33849E+00	 1.67972E-04
 6.33872E+00	 1.58707E-04
 6.33895E+00	 1.60947E-04
 6.33918E+00	 1.61723E-04
 6.33941E+00	 1.41528E-04
 6.33964E+00	 1.16073E-04
 6.33987E+00	 9.17744E-05
 6.34010E+00	 7.67896E-05
 6.34033E+00	 6.18555E-05
 6.34056E+00	 5.83608E-05
 6.34079E+00	 6.20135E-05
 6.34102E+00	 6.61221E-05
 6.34125E+00	 7.29942E-05
 6.34148E+00	 7.97239E-05
 6.34171E+00	 8.47827E-05
 6.34194E+00	 8.93097E-05
 6.34217E+00	 9.37618E-05
 6.34240E+00	 7.80711E-05
 6.34263E+00	 5.54784E-05
 6.34286E+00	 3.56184E-05
 6.34309E+00	 3.72732E-05
 6.34332E+00	 3.89831E-05
 6.34355E+00	 5.42089E-05
 6.34378E+00	 8.41120E-05
 6.34401E+00	 1.14001E-04
 6.34424E+00	 1.31235E-04
 6.34447E+00	 1.47160E-04
 6.34470E+00	 1.61483E-04
 6.34493E+00	 1.62785E-04
 6.34516E+00	 1.64028E-04
 6.34539E+00	 1.55316E-04
 6.34562E+00	 1.35855E-04
 6.34585E+00	 1.14101E-04
 6.34608E+00	 9.92773E-05
 6.34631E+00	 8.85712E-05
 6.34654E+00	 8.46241E-05
 6.34677E+00	 8.85003E-05
 6.34700E+00	 9.23646E-05
 6.34723E+00	 9.78119E-05
 6.34746E+00	 1.01402E-04
 6.34769E+00	 1.05021E-04
 6.34792E+00	 1.06711E-04
 6.34815E+00	 1.08050E-04
 6.34837E+00	 1.09124E-04
 6.34860E+00	 1.09101E-04
 6.34883E+00	 1.09183E-04
 6.34906E+00	 1.15289E-04
 6.34929E+00	 1.26478E-04
 6.34952E+00	 1.37571E-04
 6.34975E+00	 1.31839E-04
 6.34998E+00	 1.23745E-04
 6.35021E+00	 1.17821E-04
 6.35044E+00	 1.10440E-04
 6.35067E+00	 1.03180E-04
 6.35090E+00	 1.08465E-04
 6.35113E+00	 1.23926E-04
 6.35136E+00	 1.38190E-04
 6.35159E+00	 1.43223E-04
 6.35182E+00	 1.47433E-04
 6.35205E+00	 1.49766E-04
 6.35228E+00	 1.43392E-04
 6.35251E+00	 1.37867E-04
 6.35274E+00	 1.33109E-04
 6.35297E+00	 1.27834E-04
 6.35320E+00	 1.16856E-04
 6.35343E+00	 1.32522E-04
 6.35366E+00	 1.57155E-04
 6.35389E+00	 1.78798E-04
 6.35412E+00	 1.75475E-04
 6.35435E+00	 1.83327E-04
 6.35458E+00	 1.86868E-04
 6.35481E+00	 1.68744E-04
 6.35504E+00	 1.19392E-04
 6.35527E+00	 8.80119E-05
 6.35550E+00	 8.11268E-05
 6.35573E+00	 8.28037E-05
 6.35596E+00	 9.05786E-05
 6.35619E+00	 9.94563E-05
 6.35642E+00	 1.05276E-04
 6.35665E+00	 1.03996E-04
 6.35688E+00	 9.94303E-05
 6.35711E+00	 8.87672E-05
 6.35734E+00	 7.91276E-05
 6.35757E+00	 7.00255E-05
 6.35780E+00	 6.67263E-05
 6.35803E+00	 6.91973E-05
 6.35826E+00	 8.34802E-05
 6.35849E+00	 9.86341E-05
 6.35872E+00	 1.12813E-04
 6.35895E+00	 1.42004E-04
 6.35918E+00	 1.73653E-04
 6.35941E+00	 1.92638E-04
 6.35963E+00	 1.83633E-04
 6.35986E+00	 1.74857E-04
 6.36009E+00	 1.75837E-04
 6.36032E+00	 1.75071E-04
 6.36055E+00	 1.74265E-04
 6.36078E+00	 1.67225E-04
 6.36101E+00	 1.61178E-04
 6.36124E+00	 1.46290E-04
 6.36147E+00	 1.18212E-04
 6.36170E+00	 9.06448E-05
 6.36193E+00	 8.22640E-05
 6.36216E+00	 8.30123E-05
 6.36239E+00	 8.41464E-05
 6.36262E+00	 1.24896E-04
 6.36285E+00	 1.65827E-04
 6.36308E+00	 1.88484E-04
 6.36331E+00	 1.75464E-04
 6.36354E+00	 1.62387E-04
 6.36377E+00	 1.37508E-04
 6.36400E+00	 1.07312E-04
 6.36423E+00	 7.83282E-05
 6.36446E+00	 9.01946E-05
 6.36469E+00	 1.02033E-04
 6.36492E+00	 1.09416E-04
 6.36515E+00	 1.09027E-04
 6.36538E+00	 1.08583E-04
 6.36561E+00	 9.84177E-05
 6.36584E+00	 8.40294E-05
 6.36607E+00	 7.00699E-05
 6.36630E+00	 6.19364E-05
 6.36653E+00	 5.38184E-05
 6.36676E+00	 4.53567E-05
 6.36699E+00	 3.88338E-05
 6.36722E+00	 3.27003E-05
 6.36745E+00	 3.39526E-05
 6.36768E+00	 3.61788E-05
 6.36791E+00	 3.73166E-05
 6.36814E+00	 3.59397E-05
 6.36837E+00	 3.45604E-05
 6.36860E+00	 3.19210E-05
 6.36883E+00	 2.82062E-05
 6.36906E+00	 2.52906E-05
 6.36929E+00	 2.93485E-05
 6.36952E+00	 3.52469E-05
 6.36975E+00	 3.99240E-05
 6.36998E+00	 4.27535E-05
 6.37020E+00	 4.50361E-05
 6.37043E+00	 4.46599E-05
 6.37066E+00	 4.51225E-05
 6.37089E+00	 4.63847E-05
 6.37112E+00	 5.38645E-05
 6.37135E+00	 6.31032E-05
 6.37158E+00	 7.64689E-05
 6.37181E+00	 9.43795E-05
 6.37204E+00	 1.12664E-04
 6.37227E+00	 1.18623E-04
 6.37250E+00	 1.08114E-04
 6.37273E+00	 9.62808E-05
 6.37296E+00	 8.92902E-05
 6.37319E+00	 8.28968E-05
 6.37342E+00	 7.38437E-05
 6.37365E+00	 6.82921E-05
 6.37388E+00	 6.41745E-05
 6.37411E+00	 6.68288E-05
 6.37434E+00	 7.64233E-05
 6.37457E+00	 8.55215E-05
 6.37480E+00	 9.72142E-05
 6.37503E+00	 1.13758E-04
 6.37526E+00	 1.31790E-04
 6.37549E+00	 1.28901E-04
 6.37572E+00	 1.17283E-04
 6.37595E+00	 1.10816E-04
 6.37618E+00	 1.12979E-04
 6.37641E+00	 1.19246E-04
 6.37664E+00	 1.19904E-04
 6.37687E+00	 1.19396E-04
 6.37710E+00	 1.19600E-04
 6.37733E+00	 1.22874E-04
 6.37756E+00	 1.22615E-04
 6.37779E+00	 1.23917E-04
 6.37802E+00	 1.23873E-04
 6.37825E+00	 1.21206E-04
 6.37848E+00	 1.08392E-04
 6.37871E+00	 9.76061E-05
 6.37894E+00	 8.88585E-05
 6.37917E+00	 8.90947E-05
 6.37940E+00	 9.07666E-05
 6.37963E+00	 9.64801E-05
 6.37986E+00	 1.02772E-04
 6.38009E+00	 1.08112E-04
 6.38032E+00	 1.10781E-04
 6.38055E+00	 1.23169E-04
 6.38078E+00	 1.35456E-04
 6.38101E+00	 1.50905E-04
 6.38124E+00	 1.68655E-04
 6.38146E+00	 1.80396E-04
 6.38169E+00	 1.57900E-04
 6.38192E+00	 1.35419E-04
 6.38215E+00	 1.14064E-04
 6.38238E+00	 9.23557E-05
 6.38261E+00	 7.23581E-05
 6.38284E+00	 6.82313E-05
 6.38307E+00	 6.58810E-05
 6.38330E+00	 6.39189E-05
 6.38353E+00	 6.23781E-05
 6.38376E+00	 6.08308E-05
 6.38399E+00	 5.47804E-05
 6.38422E+00	 4.70841E-05
 6.38445E+00	 4.21009E-05
 6.38468E+00	 4.74419E-05
 6.38491E+00	 5.27428E-05
 6.38514E+00	 5.15412E-05
 6.38537E+00	 4.57992E-05
 6.38560E+00	 4.00794E-05
 6.38583E+00	 3.89557E-05
 6.38606E+00	 3.82612E-05
 6.38629E+00	 3.79456E-05
 6.38652E+00	 3.84166E-05
 6.38675E+00	 3.89139E-05
 6.38698E+00	 4.92727E-05
 6.38721E+00	 6.47424E-05
 6.38744E+00	 7.99639E-05
 6.38767E+00	 8.66893E-05
 6.38790E+00	 9.28841E-05
 6.38813E+00	 1.02580E-04
 6.38836E+00	 1.15779E-04
 6.38859E+00	 1.28972E-04
 6.38882E+00	 1.28022E-04
 6.38905E+00	 1.26896E-04
 6.38928E+00	 1.28539E-04
 6.38951E+00	 1.30433E-04
 6.38974E+00	 1.32121E-04
 6.38997E+00	 1.25977E-04
 6.39020E+00	 1.12241E-04
 6.39043E+00	 1.00519E-04
 6.39066E+00	 1.06159E-04
 6.39089E+00	 1.18169E-04
 6.39112E+00	 1.25464E-04
 6.39135E+00	 1.20440E-04
 6.39158E+00	 1.16589E-04
 6.39181E+00	 1.32919E-04
 6.39204E+00	 1.45566E-04
 6.39226E+00	 1.38680E-04
 6.39249E+00	 1.17089E-04
 6.39272E+00	 9.90999E-05
 6.39295E+00	 1.01316E-04
 6.39318E+00	 1.01882E-04
 6.39341E+00	 1.01889E-04
 6.39364E+00	 9.86107E-05
 6.39387E+00	 9.10581E-05
 6.39410E+00	 8.37441E-05
 6.39433E+00	 7.86655E-05
 6.39456E+00	 7.45570E-05
 6.39479E+00	 7.00352E-05
 6.39502E+00	 7.37006E-05
 6.39525E+00	 7.53853E-05
 6.39548E+00	 7.87665E-05
 6.39571E+00	 8.82887E-05
 6.39594E+00	 9.92147E-05
 6.39617E+00	 9.21744E-05
 6.39640E+00	 7.76701E-05
 6.39663E+00	 6.46347E-05
 6.39686E+00	 6.39694E-05
 6.39709E+00	 6.33779E-05
 6.39732E+00	 6.10544E-05
 6.39755E+00	 5.63350E-05
 6.39778E+00	 5.38320E-05
 6.39801E+00	 5.08281E-05
 6.39824E+00	 4.67238E-05
 6.39847E+00	 4.28978E-05
 6.39870E+00	 5.39785E-05
 6.39893E+00	 6.81566E-05
 6.39916E+00	 8.45825E-05
 6.39939E+00	 1.04252E-04
 6.39962E+00	 1.23520E-04
 6.39985E+00	 1.32749E-04
 6.40008E+00	 1.29824E-04
 6.40031E+00	 1.24476E-04
 6.40054E+00	 1.03705E-04
 6.40077E+00	 8.02005E-05
 6.40100E+00	 5.93084E-05
 6.40123E+00	 4.61967E-05
 6.40146E+00	 3.49123E-05
 6.40169E+00	 3.42988E-05
 6.40192E+00	 3.96722E-05
 6.40215E+00	 4.43246E-05
 6.40238E+00	 4.24958E-05
 6.40261E+00	 4.13236E-05
 6.40284E+00	 4.32233E-05
 6.40306E+00	 5.01894E-05
 6.40329E+00	 5.72142E-05
 6.40352E+00	 6.36986E-05
 6.40375E+00	 7.05719E-05
 6.40398E+00	 7.69505E-05
 6.40421E+00	 7.97404E-05
 6.40444E+00	 8.26632E-05
 6.40467E+00	 8.91958E-05
 6.40490E+00	 1.03627E-04
 6.40513E+00	 1.18032E-04
 6.40536E+00	 1.28717E-04
 6.40559E+00	 1.38698E-04
 6.40582E+00	 1.46840E-04
 6.40605E+00	 1.23457E-04
 6.40628E+00	 1.00080E-04
 6.40651E+00	 7.70225E-05
 6.40674E+00	 5.45764E-05
 6.40697E+00	 3.22154E-05
 6.40720E+00	 2.88933E-05
 6.40743E+00	 2.99705E-05
 6.40766E+00	 3.33534E-05
 6.40789E+00	 4.92890E-05
 6.40812E+00	 6.51841E-05
 6.40835E+00	 7.48649E-05
 6.40858E+00	 7.74585E-05
 6.40881E+00	 8.01086E-05
 6.40904E+00	 7.42724E-05
 6.40927E+00	 6.63735E-05
 6.40950E+00	 6.28423E-05
 6.40973E+00	 7.42323E-05
 6.40996E+00	 8.55992E-05
 6.41019E+00	 9.44954E-05
 6.41042E+00	 9.98132E-05
 6.41065E+00	 1.03852E-04
 6.41088E+00	 1.15141E-04
 6.41111E+00	 1.28280E-04
